Artist(s) Genres,Hot100 Ranking Year,Hot100 Rank
"['p funk', 'popping', 'funk', 'post-disco', 'soul', 'new jack swing', 'motown', 'quiet storm', 'disco']",1986,68
"['rock', 'hard rock', 'album rock', 'classic rock']",1986,69
"['new wave pop', 'synthpop', 'new wave', 'album rock', 'soft rock', 'mellow gold', 'new romantic']",1986,70
"['new wave pop', 'soft rock']",1986,71
"['heartland rock', 'country rock', 'hard rock', 'rock', 'folk rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1986,72
"['synthpop', 'italian disco']",1986,73
"['new wave pop', 'synthpop', 'new wave', 'album rock', 'soft rock', 'mellow gold', 'new romantic']",1986,74
"['soft rock', 'yacht rock', 'mellow gold']",1986,75
"['pop', 'dance pop']",1986,76
['new jack swing'],1986,77
"['new wave pop', 'sophisti-pop', 'synthpop', 'baroque pop', 'new wave', 'new romantic']",1986,78
"['new wave pop', 'synthpop', 'soft rock', 'new romantic', 'disco']",1986,79
"['blues rock', 'rock', 'hard rock', 'album rock', 'classic rock']",1986,80
"['new wave pop', 'synthpop', 'power pop', 'hard rock', 'rock', 'new wave', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'permanent wave', 'new romantic', 'classic rock']",1986,81
"['soft rock', 'mellow gold']",1986,82
"['funk', 'new jack swing', 'rock drums', 'urban contemporary', 'contemporary r&b', 'freestyle', 'quiet storm', 'minneapolis sound', 'disco']",1986,83
"['art rock', 'hard rock', 'rock', 'progressive rock', 'album rock', 'soft rock', 'mellow gold', 'symphonic rock', 'classic rock']",1986,84
[],1986,85
['synthpop'],1986,86
"['glam rock', 'rock', 'piano rock', 'mellow gold']",1986,87
"['soft rock', 'rock drums']",1986,88
"['old school hip hop', 'hip hop', 'rap', 'golden age hip hop', 'hard rock', 'rock', 'album rock', 'queens hip hop', 'east coast hip hop', 'classic rock']",1986,89
"['soul', 'funk', 'r&b', 'urban contemporary', 'smooth jazz', 'quiet storm', 'neo soul']",1986,90
"['heartland rock', 'art rock', 'symphonic rock', 'country rock', 'hard rock', 'rock', 'folk rock', 'british invasion', 'progressive rock', 'album rock', 'soft rock', 'mellow gold', 'flute rock', 'singer-songwriter', 'classic rock']",1986,91
"['beatlesque', 'rock', 'classic rock']",1986,92
"['post-disco', 'new jack swing', 'disco']",1986,93
"['soft rock', 'mellow gold']",1986,94
"['contemporary r&b', 'quiet storm', 'new jack swing']",1986,95
"['new wave pop', 'synthpop', 'new wave', 'soft rock', 'new romantic']",1986,96
['soft rock'],1986,97
['new wave pop'],1986,98
"['rock', 'hard rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'classic rock']",1986,99
"['motown', 'soul']",1986,100
"['new wave pop', 'paisley underground', 'synthpop', 'jangle pop', 'new wave', 'album rock', 'soft rock', 'mellow gold', 'new romantic']",1987,1
"['heartland rock', 'new wave pop', 'glam metal', 'hard rock', 'rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1987,2
[],1987,3
['dance pop'],1987,4
"['heartland rock', 'new wave pop', 'synthpop', 'album rock', 'soft rock', 'mellow gold', 'new romantic', 'classic rock']",1987,5
[],1987,6
"['british blues', 'glam metal', 'hard rock', 'rock', 'metal', 'album rock', 'classic rock']",1987,7
['karaoke'],1987,8
"['heartland rock', 'detroit rock', 'country rock', 'hard rock', 'rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1987,9
"['rock', 'glam metal']",1987,10
['roots rock'],1987,11
"['new wave pop', 'synthpop', 'new wave', 'album rock', 'soft rock', 'new romantic']",1987,12
"['australian rock', 'permanent wave']",1987,13
"['contemporary r&b', 'quiet storm', 'new jack swing']",1987,14
"['irish rock', 'permanent wave', 'rock']",1987,15
"['new jack swing', 'urban contemporary', 'contemporary r&b', 'quiet storm', 'freestyle', 'minneapolis sound']",1987,16
"['new wave pop', 'new jack swing', 'urban contemporary', 'contemporary r&b', 'quiet storm', 'freestyle']",1987,17
"['new wave pop', 'soft rock']",1987,18
"['new wave pop', 'synthpop', 'hard rock', 'rock', 'new wave', 'album rock', 'soft rock', 'dance rock', 'new romantic', 'classic rock']",1987,19
[],1987,20
"['new wave pop', 'soft rock']",1987,21
[],1987,22
"['irish rock', 'permanent wave', 'rock']",1987,23
['new wave pop'],1987,24
"['new wave pop', 'synthpop', 'rock', 'new wave', 'album rock', 'soft rock', 'dance rock', 'new romantic', 'classic rock']",1987,25
"['new wave pop', 'freestyle', 'soft rock']",1987,26
['soft rock'],1987,27
"['christian music', 'soft rock']",1987,28
"['funk', 'new jack swing', 'contemporary r&b', 'quiet storm', 'freestyle']",1987,29
"['pop', 'dance pop']",1987,30
"['new wave pop', 'new jack swing', 'urban contemporary', 'contemporary r&b', 'quiet storm', 'freestyle']",1987,31
"['new wave pop', 'synthpop', 'new wave', 'album rock', 'soft rock', 'new romantic']",1987,32
"['new wave pop', 'new romantic', 'synthpop']",1987,33
"['new wave', 'new wave pop', 'new romantic']",1987,34
"['heartland rock', 'country rock', 'hard rock', 'album rock', 'southern rock', 'classic rock']",1987,35
['karaoke'],1987,36
"['dance pop', 'r&b', 'urban contemporary']",1987,37
"['funk', 'funk rock', 'rock', 'synth funk', 'minneapolis sound']",1987,38
"['heartland rock', 'country rock', 'folk rock', 'folk', 'soft rock', 'quiet storm', 'mellow gold', 'singer-songwriter']",1987,39
"['art rock', 'hard rock', 'rock', 'progressive rock', 'album rock', 'soft rock', 'mellow gold', 'symphonic rock', 'classic rock']",1987,40
"['new wave pop', 'hard rock', 'rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'new romantic', 'classic rock']",1987,41
"['pop', 'dance pop']",1987,42
"['minneapolis sound', 'new wave pop', 'freestyle']",1987,43
"['new wave pop', 'new romantic', 'hi-nrg', 'synthpop']",1987,44
"['soul', 'r&b', 'freestyle']",1987,45
"['pop', 'dance pop']",1987,46
"['art rock', 'hard rock', 'rock', 'progressive rock', 'album rock', 'soft rock', 'mellow gold', 'symphonic rock', 'classic rock']",1987,47
"['dance pop', 'r&b', 'urban contemporary']",1987,48
"['new wave pop', 'hard rock', 'rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'new romantic', 'classic rock']",1987,49
"['rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'classic rock']",1987,50
"['rock', 'yacht rock', 'album rock', 'soft rock', 'classic rock']",1987,51
"['lilith', 'singer-songwriter', 'permanent wave', 'new wave pop']",1987,52
"['new wave pop', 'girl group', 'new wave', 'hi-nrg', 'soft rock', 'new romantic']",1987,53
"['new wave pop', 'soft rock']",1987,54
"['smooth saxophone', 'smooth jazz']",1987,55
"['swedish hard rock', 'glam metal', 'swedish melodic rock', 'rock', 'hard rock', 'album rock']",1987,56
"['p funk', 'funk', 'post-disco', 'new jack swing', 'urban contemporary', 'quiet storm']",1987,57
"['pop', 'dance pop']",1987,58
"['soul', 'r&b']",1987,59
"['funk', 'funk rock', 'rock', 'synth funk', 'minneapolis sound']",1987,60
"['dance pop', 'new wave pop', 'soft rock', 'permanent wave']",1987,61
"['new wave pop', 'freestyle']",1987,62
['soft rock'],1987,63
"['new wave pop', 'synthpop', 'hard rock', 'rock', 'new wave', 'album rock', 'soft rock', 'dance rock', 'new romantic', 'classic rock']",1987,64
"['heartland rock', 'piano rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter']",1987,65
"['new wave pop', 'sophisti-pop']",1987,66
"['rock-and-roll', 'soul']",1987,67
"['art rock', 'hard rock', 'rock', 'progressive rock', 'album rock', 'soft rock', 'mellow gold', 'symphonic rock', 'classic rock']",1987,68
"['classic canadian rock', 'new wave pop']",1987,69
"['new wave pop', 'sophisti-pop', 'synthpop', 'new wave', 'dance rock', 'new romantic']",1987,70
"['contemporary r&b', 'r&b', 'new jack swing']",1987,71
"['new wave pop', 'synthpop', 'soft rock', 'new romantic', 'disco']",1987,72
"['soul', 'funk', 'post-disco', 'new jack swing', 'urban contemporary', 'classic soul', 'quiet storm', 'disco']",1987,73
"['rock', 'glam metal']",1987,74
"['art rock', 'rock', 'new wave', 'progressive rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'permanent wave', 'new romantic', 'classic rock']",1987,75
"['heartland rock', 'folk rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1987,76
"['new wave pop', 'freestyle']",1987,77
"['hard rock', 'album rock', 'soft rock', 'glam metal']",1987,78
"['dance pop', 'r&b', 'jazz trumpet', 'urban contemporary']",1987,79
"['new wave pop', 'freestyle']",1987,80
"['rock', 'yacht rock', 'album rock', 'soft rock', 'classic rock']",1987,81
"['album rock', 'soft rock', 'mellow gold']",1987,82
"['australian rock', 'permanent wave']",1987,83
"['heartland rock', 'canadian pop', 'canadian singer-songwriter', 'soft rock', 'mellow gold', 'classic canadian rock']",1987,84
[],1987,85
"['heartland rock', 'rock', 'permanent wave', 'singer-songwriter', 'mellow gold']",1987,86
"['soul', 'funk', 'motown', 'classic soul', 'quiet storm', 'disco']",1987,87
"['heartland rock', 'new wave pop', 'glam metal', 'hard rock', 'rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1987,88
['hollywood'],1987,89
"['minneapolis sound', 'new wave pop', 'freestyle']",1987,90
"['motown', 'funk', 'soul', 'disco']",1987,91
[],1987,92
"['new wave pop', 'hard rock', 'rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'new romantic', 'classic rock']",1987,93
[],1987,94
['soft rock'],1987,95
"['new wave pop', 'heartland rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1987,96
"['new wave pop', 'synthpop', 'new wave', 'album rock', 'soft rock', 'new romantic']",1987,97
"['old school hip hop', 'hip hop', 'rap', 'alternative rock', 'rap rock', 'golden age hip hop', 'rock', 'east coast hip hop']",1987,98
"['minneapolis sound', 'disco']",1987,99
"['new jack swing', 'minneapolis sound', 'contemporary r&b', 'boy band']",1987,100
['new wave pop'],1988,1
"['funk rock', 'rock', 'australian rock', 'new wave', 'dance rock', 'new romantic']",1988,2
"['rock', 'folk rock', 'beatlesque', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1988,3
"['new wave pop', 'synthpop', 'sophisti-pop', 'soft rock', 'new romantic']",1988,4
"['rock', 'hard rock', 'glam metal']",1988,5
['dance pop'],1988,6
"['new wave pop', 'new romantic', 'soft rock', 'synthpop']",1988,7
"['new wave pop', 'soft rock']",1988,8
['sophisti-pop'],1988,9
"['heartland rock', 'folk rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1988,10
['new wave pop'],1988,11
[],1988,12
['karaoke'],1988,13
"['heartland rock', 'glam metal', 'power pop', 'glam rock', 'hard rock', 'rock', 'beatlesque', 'album rock', 'soft rock', 'mellow gold', 'classic rock']",1988,14
"['new wave pop', 'synthpop', 'yacht rock', 'soft rock', 'mellow gold', 'new romantic', 'disco']",1988,15
"['new wave pop', 'freestyle']",1988,16
"['british blues', 'glam metal', 'hard rock', 'rock', 'metal', 'album rock', 'classic rock']",1988,17
[],1988,18
"['nwobhm', 'glam metal', 'hard rock', 'rock', 'album rock', 'classic rock']",1988,19
['karaoke'],1988,20
"['soul', 'r&b']",1988,21
"['new wave pop', 'freestyle', 'soft rock']",1988,22
"['heartland rock', 'new wave pop', 'yacht rock', 'new wave', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'dance rock', 'new romantic', 'classic rock']",1988,23
"['new wave pop', 'soft rock']",1988,24
"['new wave pop', 'soft rock', 'yacht rock', 'mellow gold']",1988,25
"['new wave pop', 'synthpop', 'sophisti-pop', 'new wave', 'new romantic']",1988,26
['new wave pop'],1988,27
"['new wave pop', 'new romantic', 'hi-nrg', 'synthpop']",1988,28
"['soft rock', 'rock drums']",1988,29
"['nwobhm', 'glam metal', 'hard rock', 'rock', 'album rock', 'classic rock']",1988,30
"['new wave pop', 'soft rock']",1988,31
"['new wave pop', 'freestyle', 'soft rock']",1988,32
['dance pop'],1988,33
"['rock', 'hard rock', 'album rock', 'classic rock']",1988,34
"['new wave pop', 'paisley underground', 'synthpop', 'jangle pop', 'new wave', 'album rock', 'soft rock', 'mellow gold', 'new romantic']",1988,35
"['soul', 'r&b']",1988,36
['a cappella'],1988,37
"['new wave pop', 'soft rock', 'yacht rock', 'mellow gold']",1988,38
"['reggae fusion', 'uk reggae']",1988,39
['yacht rock'],1988,40
"['rock', 'glam metal']",1988,41
"['baroque pop', 'psychedelic rock', 'rock', 'sunshine pop', 'folk rock', 'mellow gold', 'classic rock']",1988,42
"['glam rock', 'rock', 'piano rock', 'mellow gold']",1988,43
"['new wave pop', 'synthpop', 'sophisti-pop', 'soft rock', 'new romantic']",1988,44
['new wave pop'],1988,45
"['funk rock', 'rock', 'australian rock', 'new wave', 'dance rock', 'new romantic']",1988,46
"['new wave pop', 'soft rock']",1988,47
"['rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'classic rock']",1988,48
"['australian dance', 'dance pop', 'new wave pop', 'australian pop', 'eurodance']",1988,49
"['soul', 'new wave pop', 'synthpop', 'british invasion', 'new wave', 'adult standards', 'art pop', 'permanent wave', 'dance rock', 'new romantic']",1988,50
"['minneapolis sound', 'new wave pop', 'freestyle']",1988,51
"['new wave', 'new romantic', 'freestyle', 'synthpop']",1988,52
"['new wave pop', 'synthpop', 'freestyle', 'hi-nrg', 'soft rock', 'new romantic']",1988,53
"['new wave pop', 'freestyle', 'soft rock']",1988,54
"['new jack swing', 'urban contemporary', 'contemporary r&b', 'quiet storm', 'freestyle', 'minneapolis sound']",1988,55
"['irish rock', 'permanent wave', 'rock']",1988,56
"['new wave pop', 'new romantic', 'soft rock', 'synthpop']",1988,57
['karaoke'],1988,58
"['p funk', 'funk', 'post-disco', 'new jack swing', 'quiet storm']",1988,59
"['contemporary r&b', 'new jack swing']",1988,60
"['soul', 'r&b']",1988,61
"['new wave pop', 'synthpop', 'soft rock', 'new romantic', 'disco']",1988,62
"['contemporary r&b', 'new jack swing']",1988,63
"['new wave pop', 'hard rock', 'rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'new romantic', 'classic rock']",1988,64
"['funk rock', 'rock', 'australian rock', 'new wave', 'dance rock', 'new romantic']",1988,65
['freestyle'],1988,66
"['r&b', 'new jack swing', 'urban contemporary', 'contemporary r&b', 'boy band']",1988,67
"['minneapolis sound', 'new wave pop', 'freestyle']",1988,68
['soft rock'],1988,69
['karaoke'],1988,70
"['glam rock', 'rock', 'piano rock', 'mellow gold']",1988,71
"['heartland rock', 'rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1988,72
"['heartland rock', 'glam metal', 'hard rock', 'rock', 'album rock', 'soft rock', 'mellow gold', 'classic rock']",1988,73
"['contemporary r&b', 'r&b', 'urban contemporary', 'new jack swing']",1988,74
"['soul', 'vocal jazz', 'quiet storm', 'adult standards', 'disco']",1988,75
"['lilith', ""women's music"", 'singer-songwriter', 'folk']",1988,76
"['australian rock', 'synthpop', 'new romantic', 'sophisti-pop']",1988,77
"['heartland rock', 'piano rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter']",1988,78
"['contemporary r&b', 'r&b', 'urban contemporary', 'new jack swing']",1988,79
"['new wave pop', 'synthpop', 'new wave', 'art pop', 'permanent wave', 'dance rock', 'new romantic']",1988,80
['smooth jazz'],1988,81
"['rock', 'hard rock', 'album rock', 'classic rock']",1988,82
['karaoke'],1988,83
"['dance pop', 'reggae fusion', 'sophisti-pop', 'pop rap', 'soft rock', 'permanent wave']",1988,84
"['glam punk', 'rock']",1988,85
"['heartland rock', 'glam metal', 'hard rock', 'rock', 'album rock', 'soft rock', 'mellow gold', 'classic rock']",1988,86
"['contemporary r&b', 'r&b', 'quiet storm', 'new jack swing']",1988,87
"['heartland rock', 'folk rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1988,88
['dance pop'],1988,89
['karaoke'],1988,90
['new wave pop'],1988,91
"['heartland rock', 'country rock', 'hard rock', 'rock', 'folk rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1988,92
['freestyle'],1988,93
"['pop', 'dance pop']",1988,94
"['funk rock', 'rock', 'australian rock', 'new wave', 'dance rock', 'new romantic']",1988,95
"['heartland rock', 'folk rock', 'album rock', 'soft rock', 'mellow gold', 'singer-songwriter', 'classic rock']",1988,96
"['glam metal', 'hard rock', 'album rock', 'classic rock']",1988,97
"['rock', 'hard rock', 'album rock', 'glam metal']",1988,98
"['hard rock', 'album rock', 'glam metal']",1988,99
"['new wave pop', 'synthpop', 'freestyle', 'hi-nrg', 'soft rock', 'new romantic']",1988,100
"['rock', 'yacht rock', 'album rock', 'soft rock', 'mellow gold', 'classic rock']",1989,1
"['contemporary r&b', 'r&b', 'urban contemporary', 'new jack swing']",1989,2
"['rock', 'hard rock', 'album rock', 'glam metal']",1989,3
"['dance pop', 'new wave pop', 'soft rock']",1989,4
"['dance pop', 'r&b', 'urban contemporary']",1989,5
"['dance pop', 'new wave pop', 'soft rock']",1989,6
"['new wave pop', 'soft rock', 'adult standards']",1989,7
"['new wave pop', 'freestyle', 'new jack swing']",1989,8
['freestyle'],1989,9
"['soul', 'funk', 'r&b', 'urban contemporary', 'smooth jazz', 'quiet storm', 'neo soul']",1989,10
"['new wave pop', 'soft rock']",1989,11
['new wave pop'],1989,12
"['new wave pop', 'freestyle', 'soft rock']",1989,13
['karaoke'],1989,14
"['glam metal', 'album rock', 'hard rock']",1989,15
['karaoke'],1989,16
"['swedish pop', 'europop']",1989,17
"['new wave', 'soft rock', 'dance rock', 'new wave pop', 'australian rock', 'synthpop', 'new romantic', 'mellow gold']",1989,18
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1989,19
"['soft rock', 'rock drums']",1989,20
"['new wave pop', 'new jack swing', 'freestyle']",1989,21
"['swedish pop', 'europop']",1989,22
['karaoke'],1989,23
"['soft rock', 'sophisti-pop', 'british soul', 'new wave pop', 'new romantic']",1989,24
"['dance pop', 'pop']",1989,25
['boy band'],1989,26
['sophisti-pop'],1989,27
"['new wave pop', 'new jack swing', 'freestyle']",1989,28
"['new wave pop', 'minneapolis sound', 'synthpop', 'new romantic']",1989,29
"['new wave pop', 'soft rock', 'dance pop']",1989,30
"['new wave', 'album rock', 'soft rock', 'new wave pop', 'synthpop', 'new romantic', 'mellow gold']",1989,31
"['new wave', 'album rock', 'soft rock', 'jangle pop', 'paisley underground', 'new wave pop', 'synthpop', 'new romantic', 'mellow gold']",1989,32
"['miami bass', 'hip hop']",1989,33
"['glam metal', 'album rock', 'hard rock', 'soft rock']",1989,34
"['dance pop', 'pop']",1989,35
"['new wave pop', 'urban contemporary']",1989,36
['classic canadian rock'],1989,37
"['soft rock', 'hi-nrg', 'freestyle', 'new wave pop', 'synthpop', 'new romantic']",1989,38
"['glam metal', 'rock']",1989,39
"['new wave', 'soft rock', 'dance rock', 'new wave pop', 'australian rock', 'synthpop', 'new romantic', 'mellow gold']",1989,40
"['soft rock', 'minneapolis sound', 'new wave pop', 'synthpop', 'new romantic', 'mellow gold']",1989,41
"['miami bass', 'hip house']",1989,42
"['glam metal', 'album rock', 'hard rock']",1989,43
"['funk rock', 'minneapolis sound', 'synth funk', 'rock', 'funk']",1989,44
[],1989,45
"['quiet storm', 'new jack swing', 'urban contemporary', 'minneapolis sound', 'freestyle', 'contemporary r&b']",1989,46
"['new wave', 'album rock', 'post-punk', 'permanent wave', 'zolo', 'classic rock', 'dance rock', 'rock', 'new wave pop', 'new romantic']",1989,47
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1989,48
['boy band'],1989,49
"['soft rock', 'mellow gold']",1989,50
"['gothic rock', 'post-punk', 'new romantic', 'new wave']",1989,51
['boy band'],1989,52
"['album rock', 'hard rock', 'nwobhm', 'classic rock', 'glam metal', 'rock']",1989,53
"['new wave pop', 'soft rock']",1989,54
"['dance pop', 'pop']",1989,55
[],1989,56
"['movie tunes', 'bubblegum pop']",1989,57
"['new wave', 'sophisti-pop', 'permanent wave', 'rock', 'new wave pop', 'synthpop', 'new romantic']",1989,58
"['dance pop', 'pop']",1989,59
"['glam metal', 'album rock', 'hard rock']",1989,60
"['album rock', 'metal', 'hard rock', 'glam metal', 'rock']",1989,61
"['new wave', 'album rock', 'soft rock', 'classic rock', 'dance rock', 'rock', 'new wave pop', 'synthpop', 'new romantic']",1989,62
"['soft rock', 'album rock', 'hard rock', 'southern rock', 'classic rock', 'glam metal', 'rock', 'country rock', 'mellow gold']",1989,63
"['new jack swing', 'urban contemporary', 'minneapolis sound', 'contemporary r&b', 'r&b']",1989,64
"['miami bass', 'hip hop']",1989,65
"['new wave', 'album rock', 'soft rock', 'jangle pop', 'paisley underground', 'new wave pop', 'synthpop', 'new romantic', 'mellow gold']",1989,66
"['disco', 'quiet storm', 'soul', 'adult standards', 'vocal jazz']",1989,67
"['new wave', 'uk post-punk', 'rock', 'permanent wave']",1989,68
"['new jack swing', 'urban contemporary', 'minneapolis sound', 'contemporary r&b', 'r&b']",1989,69
"['canadian blues', 'electric blues', 'heartland rock', 'blues rock', 'british blues', 'country rock', 'modern blues', 'blues']",1989,70
"['glam metal', 'hard rock', 'rock']",1989,71
"['soft rock', 'album rock', 'hard rock', 'southern rock', 'classic rock', 'glam metal', 'country rock', 'mellow gold']",1989,72
['boy band'],1989,73
"['glam metal', 'hard rock', 'rock']",1989,74
['contemporary r&b'],1989,75
"['permanent wave', 'alternative rock', 'rock', 'athens indie']",1989,76
"['album rock', 'metal', 'hard rock', 'nu metal', 'hel', 'alternative metal', 'glam metal', 'birmingham metal', 'classic rock', 'rock']",1989,77
"['new wave pop', 'soft rock']",1989,78
"['soft rock', 'dance pop', 'pop']",1989,79
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1989,80
"['classic rock', 'album rock', 'hard rock', 'rock']",1989,81
"['glam metal', 'rock']",1989,82
"['new wave', 'synthpop', 'new romantic']",1989,83
"['new wave pop', 'lilith', 'ectofolk']",1989,84
[],1989,85
"['glam metal', 'hard rock', 'rock']",1989,86
"['new wave pop', 'synthpop', 'new romantic', 'hi-nrg']",1989,87
"['soft rock', 'sophisti-pop', 'new wave pop', 'synthpop', 'new romantic']",1989,88
"['contemporary r&b', 'quiet storm', 'urban contemporary']",1989,89
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1989,90
"['album rock', 'metal', 'hard rock', 'protopunk', 'classic rock', 'glam metal', 'rock', 'detroit rock', 'glam rock']",1989,91
"['disco', 'soft rock', 'hi-nrg', 'adult standards', 'new wave pop']",1989,92
"['soul', 'r&b']",1989,93
['sophisti-pop'],1989,94
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1989,95
"['dance pop', 'pop']",1989,96
"['new wave pop', 'freestyle']",1989,97
[],1989,98
"['soft rock', 'album rock', 'heartland rock', 'yacht rock', 'singer-songwriter', 'classic rock', 'mellow gold']",1989,99
"['new wave pop', 'british soul']",1989,100
"['new wave pop', 'soft rock', 'girl group', 'mellow gold']",1990,1
"['swedish pop', 'europop']",1990,2
"['new wave pop', 'lilith', 'new romantic', 'singer-songwriter']",1990,3
"['new jack swing', 'urban contemporary', 'boy band', 'contemporary r&b', 'r&b']",1990,4
"['dance pop', 'pop']",1990,5
"['urban contemporary', 'dance pop', 'pop']",1990,6
"['soft rock', 'rock drums']",1990,7
"['hip pop', 'new jack swing', 'urban contemporary', 'girl group', 'contemporary r&b', 'r&b']",1990,8
"['new wave', 'album rock', 'soft rock', 'hard rock', 'classic rock', 'dance rock', 'rock', 'new wave pop', 'synthpop', 'new romantic']",1990,9
['hard rock'],1990,10
"['new jack swing', 'urban contemporary', 'boy band', 'contemporary r&b', 'r&b']",1990,11
['soft rock'],1990,12
"['new beat', 'hip house', 'eurodance']",1990,13
"['new wave pop', 'soft rock', 'dance pop']",1990,14
"['dance pop', 'urban contemporary', 'r&b']",1990,15
"['soft rock', 'album rock', 'hard rock', 'heartland rock', 'singer-songwriter', 'classic rock', 'glam metal', 'rock', 'new wave pop', 'mellow gold']",1990,16
"['reggae', 'lovers rock', 'reggae fusion']",1990,17
['classic canadian rock'],1990,18
"['new wave pop', 'soft rock', 'girl group', 'mellow gold']",1990,19
"['soft rock', 'heartland rock', 'folk rock', 'singer-songwriter', 'folk', 'country rock', 'mellow gold']",1990,20
"['new wave pop', 'synthpop', 'new romantic', 'british soul']",1990,21
[],1990,22
"['contemporary r&b', 'new jack swing', 'urban contemporary', 'r&b']",1990,23
[],1990,24
['freestyle'],1990,25
"['german techno', 'hip house', 'diva house', 'eurodance']",1990,26
['karaoke'],1990,27
"['soft rock', 'hi-nrg', 'freestyle', 'new wave pop', 'synthpop', 'new romantic']",1990,28
['new wave pop'],1990,29
['freestyle'],1990,30
['freestyle'],1990,31
"['glam metal', 'album rock', 'hard rock', 'rock']",1990,32
['boy band'],1990,33
"['swedish pop', 'europop']",1990,34
"['soft rock', 'album rock', 'heartland rock', 'piano rock', 'singer-songwriter', 'classic rock', 'rock', 'mellow gold']",1990,35
['quiet storm'],1990,36
"['soft rock', 'mellow gold']",1990,37
"['dance pop', 'urban contemporary', 'r&b']",1990,38
['karaoke'],1990,39
"['new wave', 'album rock', 'post-punk', 'permanent wave', 'zolo', 'classic rock', 'dance rock', 'rock', 'new wave pop', 'new romantic']",1990,40
"['quiet storm', 'new jack swing', 'urban contemporary', 'minneapolis sound', 'freestyle', 'contemporary r&b']",1990,41
"['new wave pop', 'british soul']",1990,42
"['quiet storm', 'soul']",1990,43
"['dance pop', 'urban contemporary', 'r&b']",1990,44
['miami hip hop'],1990,45
"['new wave pop', 'new jack swing', 'freestyle']",1990,46
"['hip hop', 'hip house']",1990,47
"['soft rock', 'hi-nrg', 'freestyle', 'new wave pop', 'synthpop', 'new romantic']",1990,48
"['dance pop', 'urban contemporary', 'r&b']",1990,49
"['contemporary r&b', 'new jack swing', 'r&b']",1990,50
['new wave pop'],1990,51
['soft rock'],1990,52
"['soft rock', 'rock drums']",1990,53
"['contemporary r&b', 'new jack swing', 'r&b']",1990,54
"['hip hop', 'hip house']",1990,55
"['soft rock', 'rock drums']",1990,56
"['soft rock', 'album rock', 'mellow gold']",1990,57
"['soft rock', 'rock drums']",1990,58
"['dance pop', 'urban contemporary', 'r&b']",1990,59
['karaoke'],1990,60
"['classic rock', 'album rock', 'hard rock', 'rock']",1990,61
"['gangster rap', 'hardcore hip hop', 'west coast rap', 'hip hop', 'conscious hip hop']",1990,62
['karaoke'],1990,63
"['soft rock', 'album rock', 'hard rock', 'heartland rock', 'singer-songwriter', 'classic rock', 'rock', 'mellow gold']",1990,64
"['contemporary r&b', 'new jack swing']",1990,65
"['new wave', 'permanent wave', 'dance rock', 'rock', 'new romantic']",1990,66
"['glam metal', 'album rock', 'sacramento indie', 'hard rock']",1990,67
"['glam metal', 'album rock', 'hard rock', 'soft rock']",1990,68
"['new jack swing', 'urban contemporary', 'r&b', 'contemporary r&b', 'alternative r&b']",1990,69
"['new wave pop', 'new wave', 'synthpop', 'new romantic']",1990,70
"['soft rock', 'album rock', 'yacht rock', 'classic rock', 'rock', 'mellow gold']",1990,71
"['album rock', 'metal', 'hard rock', 'glam metal', 'rock']",1990,72
"['new beat', 'hip house', 'eurodance']",1990,73
['new wave pop'],1990,74
"['nu metal', 'hard rock', 'post-grunge', 'alternative metal', 'alternative rock', 'funk rock', 'rock', 'funk metal', 'rap metal']",1990,75
"['urban contemporary', 'dance pop', 'pop']",1990,76
