Artist(s) Genres,Hot100 Ranking Year,Hot100 Rank
['american folk revival'],1964,67
['karaoke'],1964,68
"['classic girl group', 'brill building pop', 'rock-and-roll']",1964,69
['motown'],1964,70
"['memphis soul', 'soul', 'motown']",1964,71
"['disco', 'quiet storm', 'soft rock', 'adult standards', 'vocal jazz', 'soul', 'brill building pop']",1964,72
"['easy listening', 'adult standards']",1964,73
"['folk rock', 'singer-songwriter', 'rock-and-roll', 'adult standards', 'classic rock', 'mellow gold', 'rockabilly']",1964,74
"['lounge', 'doo-wop', 'rock-and-roll', 'northern soul', 'adult standards', 'rockabilly', 'bubblegum pop']",1964,75
"['classic garage rock', 'protopunk', 'surf music']",1964,76
"['beach music', 'northern soul']",1964,77
"['vocal jazz', 'easy listening', 'lounge', 'adult standards']",1964,78
"['folk rock', 'rock', 'singer-songwriter', 'british invasion', 'protopunk', 'psychedelic rock', 'classic rock', 'art rock', 'album rock', 'glam rock']",1964,79
"['vocal jazz', 'lounge', 'adult standards']",1964,80
['karaoke'],1964,81
['brill building pop'],1964,82
"['classic oklahoma country', 'nashville sound', 'classic country pop']",1964,83
"['new orleans jazz', 'jazz trumpet', 'dixieland', 'easy listening', 'space age pop']",1964,84
['vocal jazz'],1964,85
['classic garage rock'],1964,86
['karaoke'],1964,87
[],1964,88
"['british invasion', 'merseybeat', 'rock-and-roll']",1964,89
['surf music'],1964,90
"['british invasion', 'merseybeat']",1964,91
"['exotica', 'lounge']",1964,92
[],1964,93
['southern soul'],1964,94
"['rock', 'british invasion', 'beatlesque', 'psychedelic rock', 'classic rock', 'merseybeat']",1964,95
"['easy listening', 'adult standards']",1964,96
['merseybeat'],1964,97
"['doo-wop', 'rock-and-roll', 'adult standards', 'rockabilly', 'bubblegum pop', 'easy listening']",1964,98
['classic garage rock'],1964,99
"['british invasion', 'rock-and-roll']",1964,100
"['rock-and-roll', 'surf music', 'classic garage rock', 'bubblegum pop', 'merseybeat']",1965,1
"['disco', 'classic soul', 'quiet storm', 'motown', 'soul']",1965,2
"['classic rock', 'rock', 'british invasion', 'album rock']",1965,3
"['classic garage rock', 'bubblegum pop']",1965,4
"['folk rock', 'rock-and-roll', 'adult standards', 'rockabilly', 'brill building pop']",1965,5
"['folk rock', 'rock-and-roll', 'adult standards', 'rockabilly', 'bubblegum pop', 'merseybeat', 'easy listening']",1965,6
"['rock', 'british invasion', 'beatlesque', 'psychedelic rock', 'classic rock', 'merseybeat']",1965,7
"['folk rock', 'singer-songwriter', 'rock-and-roll', 'british invasion', 'classic rock']",1965,8
"['rockabilly', 'rock-and-roll']",1965,9
"['memphis soul', 'soul', 'motown']",1965,10
"['folk rock', 'rock', 'psychedelic rock', 'classic rock', 'mellow gold', 'sunshine pop', 'baroque pop']",1965,11
"['classic oklahoma country', 'nashville sound', 'classic country pop']",1965,12
[],1965,13
['beach music'],1965,14
"['classic soul', 'southern soul', 'soul', 'motown']",1965,15
"['folk rock', 'singer-songwriter', 'rock-and-roll', 'soft rock', 'folk', 'adult standards', 'mellow gold', 'bubblegum pop', 'rockabilly']",1965,16
"['british invasion', 'bubblegum pop']",1965,17
['soul jazz'],1965,18
"['folk rock', 'singer-songwriter', 'rock-and-roll', 'british invasion', 'classic rock']",1965,19
"['disco', 'classic girl group', 'soul', 'motown']",1965,20
"['folk rock', 'rock-and-roll', 'adult standards', 'rockabilly', 'brill building pop']",1965,21
"['folk rock', 'singer-songwriter', 'rock-and-roll', 'british invasion', 'classic rock']",1965,22
['british invasion'],1965,23
"['doo-wop', 'rock-and-roll', 'classic garage rock', 'bubblegum pop', 'merseybeat']",1965,24
"['folk rock', 'heartland rock', 'rock', 'cosmic american', 'soft rock', 'british blues', 'beatlesque', 'folk', 'psychedelic rock', 'country rock', 'classic rock', 'album rock', 'mellow gold', 'blues rock']",1965,25
['easy listening'],1965,26
"['philly soul', 'classic soul', 'southern soul']",1965,27
"['british invasion', 'adult standards']",1965,28
['folk rock'],1965,29
"['doo-wop', 'rock-and-roll', 'classic garage rock', 'bubblegum pop', 'merseybeat']",1965,30
"['rock', 'british invasion', 'beatlesque', 'psychedelic rock', 'classic rock', 'merseybeat']",1965,31
"['easy listening', 'ballroom']",1965,32
"['funk', 'soul']",1965,33
['british invasion'],1965,34
['northern soul'],1965,35
"['folk rock', 'rock-and-roll', 'adult standards', 'rockabilly', 'bubblegum pop', 'merseybeat', 'easy listening']",1965,36
"['disco', 'classic girl group', 'soul', 'motown']",1965,37
"['rhythm and blues', 'classic soul', 'doo-wop', 'motown']",1965,38
[],1965,39
"['easy listening', 'adult standards']",1965,40
"['folk rock', 'rock', 'roots rock', 'singer-songwriter', 'folk', 'country rock', 'classic rock']",1965,41
"['british invasion', 'merseybeat']",1965,42
"['british invasion', 'merseybeat', 'rock-and-roll']",1965,43
"['folk rock', 'rock-and-roll', 'adult standards', 'rockabilly', 'brill building pop']",1965,44
['bubblegum pop'],1965,45
"['folk rock', 'singer-songwriter', 'rock-and-roll', 'british invasion', 'classic rock']",1965,46
"['easy listening', 'space age pop']",1965,47
"['folk rock', 'rock', 'singer-songwriter', 'soft rock', 'british invasion', 'british blues', 'psychedelic rock', 'country rock', 'classic rock', 'album rock', 'mellow gold', 'electric blues', 'hard rock', 'blues rock']",1965,48
"['folk rock', 'rock', 'psychedelic rock', 'classic rock', 'mellow gold', 'sunshine pop', 'baroque pop']",1965,49
"['folk rock', 'heartland rock', 'rock', 'singer-songwriter', 'progressive rock', 'soft rock', 'flute rock', 'british invasion', 'symphonic rock', 'country rock', 'classic rock', 'art rock', 'album rock', 'mellow gold', 'hard rock']",1965,50
"['easy listening', 'adult standards']",1965,51
"['classic garage rock', 'bubblegum pop', 'merseybeat']",1965,52
['american folk revival'],1965,53
"['british invasion', 'merseybeat']",1965,54
"['rock', 'british invasion', 'beatlesque', 'psychedelic rock', 'classic rock', 'merseybeat']",1965,55
"['psychedelic rock', 'classic garage rock']",1965,56
['british invasion'],1965,57
"['classic soul', 'quiet storm', 'northern soul', 'motown', 'neo soul', 'soul']",1965,58
"['british invasion', 'bubblegum pop']",1965,59
"['folk rock', 'rock', 'singer-songwriter', 'british invasion', 'protopunk', 'psychedelic rock', 'classic rock', 'art rock', 'album rock', 'glam rock']",1965,60
"['british invasion', 'bubblegum pop']",1965,61
"['folk rock', 'rock', 'singer-songwriter', 'british invasion', 'protopunk', 'psychedelic rock', 'classic rock', 'art rock', 'album rock', 'glam rock']",1965,62
['brill building pop'],1965,63
"['british invasion', 'adult standards']",1965,64
['cosmic american'],1965,65
"['vocal jazz', 'classic soul', 'soul']",1965,66
"['folk rock', 'singer-songwriter', 'rock-and-roll', 'british invasion', 'classic rock']",1965,67
"['soul', 'classic girl group', 'classic soul', 'motown']",1965,68
"['folk rock', 'rock', 'singer-songwriter', 'british invasion', 'british blues', 'psychedelic rock', 'country rock', 'classic rock', 'album rock', 'hard rock', 'blues rock']",1965,69
"['british invasion', 'rock-and-roll']",1965,70
['deep adult standards'],1965,71
"['folk rock', 'singer-songwriter', 'rock-and-roll', 'soft rock', 'folk', 'adult standards', 'mellow gold', 'bubblegum pop', 'rockabilly']",1965,72
"['folk rock', 'rock-and-roll', 'psychedelic rock', 'classic rock', 'bubblegum pop']",1965,73
"['folk rock', 'british invasion', 'psychedelic rock', 'classic rock', 'baroque pop']",1965,74
"['beatlesque', 'british invasion', 'british blues']",1965,75
['deep adult standards'],1965,76
['deep adult standards'],1965,77
"['soul', 'classic soul', 'quiet storm', 'motown']",1965,78
"['easy listening', 'lounge', 'rockabilly', 'adult standards']",1965,79
"['british invasion', 'merseybeat']",1965,80
"['rock-and-roll', 'adult standards', 'bubblegum pop', 'merseybeat', 'easy listening']",1965,81
"['beatlesque', 'british invasion', 'british blues']",1965,82
"['disco', 'classic soul', 'quiet storm', 'motown', 'soul']",1965,83
['british invasion'],1965,84
"['southern soul', 'northern soul']",1965,85
"['rock', 'british invasion', 'protopunk', 'psychedelic rock', 'classic rock', 'album rock', 'hard rock']",1965,86
"['psychedelic rock', 'classic garage rock']",1965,87
"['classic rock', 'rock', 'british invasion', 'album rock']",1965,88
"['folk rock', 'rock-and-roll', 'soft rock', 'folk', 'psychedelic rock', 'country rock', 'classic rock', 'mellow gold']",1965,89
"['pop', 'dance pop']",1965,90
"['classic soul', 'doo-wop', 'rock-and-roll', 'motown', 'rhythm and blues']",1965,91
['classic garage rock'],1965,92
"['soul', 'classic soul', 'quiet storm', 'motown']",1965,93
['brill building pop'],1965,94
[],1965,95
"['honky tonk', 'country rock', 'country']",1965,96
['sunshine pop'],1965,97
"['doo-wop', 'brill building pop', 'rhythm and blues']",1965,98
"['rockabilly', 'doo-wop', 'rock-and-roll']",1965,99
"['classic soul', 'quiet storm', 'northern soul', 'motown', 'neo soul', 'soul']",1965,100
"['folk rock', 'rock', 'soft rock', 'folk', 'psychedelic rock', 'classic rock', 'mellow gold', 'sunshine pop']",1966,1
"['classic garage rock', 'detroit rock', 'protopunk', 'chicano punk']",1966,2
"['classic soul', 'southern soul', 'soul', 'motown']",1966,3
"['folk rock', 'heartland rock', 'singer-songwriter', 'rock-and-roll', 'soft rock', 'sunshine pop', 'beatlesque', 'classic rock', 'bubblegum pop', 'album rock', 'mellow gold']",1966,4
"['disco', 'classic soul', 'quiet storm', 'motown', 'soul']",1966,5
"['lounge', 'sunshine pop']",1966,6
"['folk rock', 'singer-songwriter', 'soft rock', 'classic garage rock', 'country rock', 'mellow gold', 'bubblegum pop', 'sunshine pop']",1966,7
"['easy listening', 'lounge', 'adult standards']",1966,8
"['folk rock', 'singer-songwriter', 'rock-and-roll', 'soft rock', 'protopunk', 'psychedelic rock', 'classic garage rock', 'country rock', 'classic rock', 'bubblegum pop', 'mellow gold', 'merseybeat', 'rockabilly']",1966,9
['military cadence'],1966,10
"['folk rock', 'singer-songwriter', 'rock-and-roll', 'psychedelic rock', 'classic garage rock', 'country rock', 'bubblegum pop', 'merseybeat']",1966,11
"['folk rock', 'rock-and-roll', 'adult standards', 'rockabilly', 'brill building pop']",1966,12
"['disco', 'classic girl group', 'soul', 'motown']",1966,13
['northern soul'],1966,14
"['classic garage rock', 'bubblegum pop', 'merseybeat']",1966,15
"['rock-and-roll', 'surf music', 'classic garage rock', 'bubblegum pop', 'merseybeat']",1966,16
"['classic garage rock', 'doo-wop', 'bubblegum pop', 'merseybeat']",1966,17
['bubblegum pop'],1966,18
"['new orleans soul', 'new orleans funk']",1966,19
['british invasion'],1966,20
"['british invasion', 'soul', 'adult standards']",1966,21
"['folk rock', 'singer-songwriter', 'british invasion', 'psychedelic folk', 'folk', 'scottish singer-songwriter', 'psychedelic rock', 'classic rock', 'british folk', 'glam rock']",1966,22
['nashville sound'],1966,23
"['folk rock', 'rock', 'soft rock', 'folk', 'psychedelic rock', 'classic rock', 'mellow gold', 'sunshine pop']",1966,24
"['classic garage rock', 'sunshine pop']",1966,25
['easy listening'],1966,26
"['psychedelic rock', 'classic garage rock', 'bubblegum pop', 'merseybeat', 'baroque pop', 'freakbeat']",1966,27
['motown'],1966,28
"['memphis soul', 'southern soul', 'soul']",1966,29
"['folk rock', 'rock-and-roll', 'psychedelic rock', 'classic garage rock', 'country rock', 'classic rock', 'bubblegum pop', 'mellow gold']",1966,30
"['classic soul', 'southern soul', 'soul', 'rock-and-roll']",1966,31
['american oi'],1966,32
"['folk rock', 'soft rock', 'british invasion', 'classic rock', 'album rock', 'mellow gold', 'merseybeat']",1966,33
"['classic rock', 'rock', 'british invasion', 'album rock']",1966,34
"['folk rock', 'rock-and-roll', 'soft rock', 'folk', 'psychedelic rock', 'country rock', 'classic rock', 'mellow gold']",1966,35
"['folk rock', 'classic country pop', 'soft rock', 'adult standards', 'mellow gold', 'bubblegum pop']",1966,36
"['folk rock', 'rock-and-roll', 'adult standards', 'rockabilly', 'bubblegum pop', 'merseybeat', 'easy listening']",1966,37
"['folk rock', 'rock-and-roll', 'soft rock', 'folk', 'psychedelic rock', 'country rock', 'classic rock', 'mellow gold']",1966,38
"['memphis soul', 'soul', 'motown']",1966,39
"['british invasion', 'british blues']",1966,40
['psychedelic folk rock'],1966,41
"['folk rock', 'rock', 'melancholia', 'soft rock', 'folk', 'classic rock', 'mellow gold']",1966,42
"['classic garage rock', 'protopunk']",1966,43
"['classic garage rock', 'bubblegum pop', 'merseybeat', 'rock-and-roll']",1966,44
"['classic soul', 'piano blues', 'vocal jazz', 'jazz blues', 'soul blues', 'soul']",1966,45
"['classic garage rock', 'bubblegum pop', 'merseybeat', 'rock-and-roll']",1966,46
['bubblegum pop'],1966,47
"['folk rock', 'rock-and-roll', 'soft rock', 'folk', 'psychedelic rock', 'country rock', 'classic rock', 'mellow gold']",1966,48
"['rock', 'british invasion', 'beatlesque', 'psychedelic rock', 'classic rock', 'merseybeat']",1966,49
"['folk rock', 'rock', 'melancholia', 'soft rock', 'folk', 'classic rock', 'mellow gold']",1966,50
"['soul', 'motown']",1966,51
"['pop', 'dance pop']",1966,52
"['folk rock', 'rock', 'psychedelic rock', 'classic rock', 'mellow gold', 'sunshine pop', 'baroque pop']",1966,53
"['classic rock', 'rock', 'british invasion', 'album rock']",1966,54
['surf music'],1966,55
"['psychedelic rock', 'classic garage rock', 'protopunk']",1966,56
"['rock', 'british invasion', 'beatlesque', 'psychedelic rock', 'classic rock', 'merseybeat']",1966,57
"['memphis soul', 'soul', 'motown']",1966,58
[],1966,59
['new orleans soul'],1966,60
"['folk rock', 'singer-songwriter', 'rock-and-roll', 'soft rock', 'protopunk', 'psychedelic rock', 'classic garage rock', 'country rock', 'classic rock', 'bubblegum pop', 'mellow gold', 'merseybeat', 'rockabilly']",1966,61
[],1966,62
['british invasion'],1966,63
['easy listening'],1966,64
['nashville sound'],1966,65
"['lounge', 'rock-and-roll', 'adult standards', 'vocal jazz', 'easy listening']",1966,66
['karaoke'],1966,67
"['folk rock', 'heartland rock', 'singer-songwriter', 'soft rock', 'adult standards', 'mellow gold', 'yacht rock', 'brill building pop']",1966,68
"['disco', 'quiet storm', 'soft rock', 'adult standards', 'vocal jazz', 'soul', 'brill building pop']",1966,69
"['disco', 'classic soul', 'quiet storm', 'philly soul', 'motown', 'soul blues', 'soul']",1966,70
"['classic garage rock', 'protopunk']",1966,71
"['disco', 'classic girl group', 'soul', 'motown']",1966,72
"['folk rock', 'rock', 'psychedelic rock', 'classic rock', 'mellow gold', 'sunshine pop', 'baroque pop']",1966,73
"['folk rock', 'rock', 'roots rock', 'singer-songwriter', 'folk', 'country rock', 'classic rock']",1966,74
"['easy listening', 'bubblegum pop']",1966,75
['karaoke'],1966,76
"['memphis soul', 'classic soul', 'southern soul', 'soul']",1966,77
[],1966,78
"['beatlesque', 'british invasion', 'british blues']",1966,79
"['folk rock', 'rock-and-roll', 'psychedelic rock', 'classic rock', 'bubblegum pop']",1966,80
"['classic girl group', 'doo-wop', 'brill building pop', 'rock-and-roll']",1966,81
"['classic garage rock', 'bubblegum pop', 'sunshine pop']",1966,82
['spanish invasion'],1966,83
"['rock', 'british invasion', 'beatlesque', 'psychedelic rock', 'classic rock', 'merseybeat']",1966,84
"['folk rock', 'singer-songwriter', 'rock-and-roll', 'british invasion', 'classic rock']",1966,85
"['louisiana blues', 'blues', 'harmonica blues', 'traditional blues', 'swamp rock', 'swamp blues', 'acoustic blues']",1966,86
"['british invasion', 'bubblegum pop']",1966,87
"['merseybeat', 'rock-and-roll']",1966,88
"['classic garage rock', 'bubblegum pop', 'surf music']",1966,89
"['rock', 'british invasion', 'beatlesque', 'psychedelic rock', 'classic rock', 'merseybeat']",1966,90
"['folk rock', 'singer-songwriter', 'rock-and-roll', 'soft rock', 'protopunk', 'psychedelic rock', 'classic garage rock', 'country rock', 'classic rock', 'bubblegum pop', 'mellow gold', 'merseybeat', 'rockabilly']",1966,91
"['easy listening', 'lounge']",1966,92
"['folk rock', 'rock', 'singer-songwriter', 'british invasion', 'british blues', 'psychedelic rock', 'country rock', 'classic rock', 'album rock', 'hard rock', 'blues rock']",1966,93
"['folk rock', 'singer-songwriter', 'soft rock', 'classic garage rock', 'country rock', 'mellow gold', 'bubblegum pop', 'sunshine pop']",1966,94
"['memphis soul', 'classic soul', 'southern soul', 'soul']",1966,95
['detroit rock'],1966,96
"['folk rock', 'rock', 'orchestra', 'british orchestra', 'psychedelic rock', 'classic rock', 'mellow gold', 'sunshine pop', 'baroque pop']",1966,97
"['classic soul', 'quiet storm', 'motown', 'funk', 'soul']",1966,98
"['british invasion', 'bubblegum pop']",1966,99
"['folk rock', 'rock', 'singer-songwriter', 'british invasion', 'protopunk', 'psychedelic rock', 'classic rock', 'art rock', 'album rock', 'glam rock']",1966,100
['british invasion'],1967,1
"['folk rock', 'rock-and-roll', 'psychedelic rock', 'classic garage rock', 'bubblegum pop', 'merseybeat']",1967,2
[],1967,3
"['folk rock', 'singer-songwriter', 'soft rock', 'classic garage rock', 'country rock', 'mellow gold', 'bubblegum pop', 'sunshine pop']",1967,4
"['folk rock', 'heartland rock', 'singer-songwriter', 'rock-and-roll', 'soft rock', 'sunshine pop', 'beatlesque', 'classic rock', 'bubblegum pop', 'album rock', 'mellow gold']",1967,5
"['rock', 'acid rock', 'psychedelic rock', 'classic rock', 'album rock', 'hard rock']",1967,6
"['easy listening', 'sunshine pop', 'lounge', 'adult standards']",1967,7
"['folk rock', 'rock-and-roll', 'psychedelic rock', 'classic rock', 'bubblegum pop']",1967,8
"['folk rock', 'singer-songwriter', 'rock-and-roll', 'psychedelic rock', 'classic garage rock', 'country rock', 'bubblegum pop', 'merseybeat']",1967,9
